
Serra de Montcogul; Bages; (; 594 m 
La Morella; Baix Llobregat; Massís del Garraf, Serralada Litoral; 593,6 m 
Collbaix; Bages; Serralada St Llorenç del Munt, Serralada Prelitoral; 542,8 m 
Puig d'Arques; Baix Empordà; Massís de les Gavarres, Serralada Litoral; 532,2 m 
Puig de la Mola; Alt Penedès, Baix Llobregat, Garraf; Massís del Garraf, Serralada Litoral; 533,8 m 
Turó de Céllecs; Maresme, Vallès Oriental; Sant Mateu (534 m
Puig de les Cadiretes; Gironès, Selva; Massís de les Cadiretes, Serralada Litoral; 518,7 m 
El Tibidabo; Barcelonès; Serra de Collserola, Serralada Litoral; 516,2 m 
Puntal dels Escambrons; Segrià, Ribera d'Ebre; Pla de Lleida; 500,0 m 
Montagut; Gironès, Selva; Massís de les Cadiretes, Serralada Litoral; 498,3 m 
Montmeneu; Segrià; Pla de Lleida; 493,9 m 
Montllor; Selva; Massís de les Cadiretes, Serralada Litoral; 498,3 m 
Turó de Galzeran o de Can Matas ; El Maresme ; Sant Mateu (serralada Litoral) ; 484m 
Puig de l'Àliga; Alt Penedès, Garraf; Massís del Garraf, Serralada Litoral; 464,2 m 
El Cogulló; Bages; (; 474 m 
Puig Cornador; Garrotxa; Girona; 450,7 m 
Puig de les Cols; Baix Empordà; Massís de l'Ardenya, Serralada Litoral; 416,8 m 
Montllor Petit; Selva; Massís de les Cadiretes, Serralada Litoral; 403,4 m 
Puig de Sant Baldiri; Baix Empordà; Massís de les Cadiretes, Serralada Litoral; 401,5 m 
el Montclar; Baix Empordà; Massís de les Cadiretes, Serralada Litoral; 401,1 m 
Mola de Godall; Montsià; Serra de Godall, Serralada Litoral; 397,6 m 
Tossa Grossa de Montferri; Alt Camp; (; 387,3 m 
El Montgròs; Garraf; Massís del Garraf, Serralada Litoral; 359,2 m 
Puig de Son Ric; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 322,3 m 
La Mola; Tarragonès, Baix Penedès; Serralada Prelitoral; 316,6 m 
Puig d'en Boronet; Garraf; Massís del Garraf, Serralada Litoral; 315 m 
Montplà; Baix Empordà; Massís del Montgrí, Prepirineus; 310,8 m 
Puig Rodó; Baix Empordà; Massís del Montgrí, Prepirineus; 307,9 m 
Montgrí; Baix Empordà; Massís del Montgrí, Prepirineus; 303,0 m 
Tossal de l'Infern; Pla d'Urgell; Tossals de Torregrossa; 301,4 m 
son Moles; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 298,6 m 
La Fita Alta; Pla d'Urgell; ?; 289,2 m 
Fita dels Tres Termes; Alt Penedès, Garraf; Massís del Garraf, Serralada Litoral; 276,5 m 
La Talaia; Alt Penedès, Garraf; Massís del Garraf, Serralada Litoral; 269,1 m 
Turó del Carmel; Barcelonès; Serra de Collserola, Serralada Litoral; 265,6 m 
Turó de la Rovira; Barcelonès; Serra de Collserola, Serralada Litoral; 261,8 m 
Puig Carroig; Baix Empordà; Massís del Montgrí, Prepirineus; 261,3 m 
Puig Creu d'en Redó; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 258,9 m 
Puig Roig; Baix Empordà; Massís del Montgrí, Prepirineus; 258,6 m 
Puig de sa Guàrdia; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 248,7 m 
la Creueta del Coll; Barcelonès; Serra de Collserola, Serralada Litoral; 245,5 m 
La Cogulla; Priorat; Tarragona; 244,3 m 
Montcal; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 233,0 m 
Puig d'en Malaret; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 228,6 m 
Puig Nau; Baix Empordà; Massís de les Cadiretes, Serralada Litoral; 227,2 m 
Roca Maura; Baix Empordà; Massís del Montgrí, Prepirineus; 225,4 m 
Quermany Gros; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 221,5 m 
Torre Moratxa; Baix Empordà; Massís del Montgrí, Prepirineus; 220,1 m 
els Torradors; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 216,9 m 
Puig de les Cogullades; Baix Empordà; Massís del Montgrí, Prepirineus; 209,8 m 
Puig Brocà; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 205,6 m 
Montjuïc; Barcelonès; (; 184,8 m 
Puig Rodó; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 183,0 m 
Turó del Putxet; Barcelonès; Serra de Collserola, Serralada Litoral; 182,7 m 
Puig de Cantallops; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 173,5 m 
Puig Torró; Baix Empordà; Massís del Montgrí, Prepirineus; 171,5 m 
Puig Major; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 171,3 m 
Puig sa Guàrdia; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 171,3 m 
Puig-Gruí; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 164,2 m 
Tossal Gros; Baix Empordà; Massís del Montgrí, Prepirineus; 159,0 m 
Puig de les Pasteres; Baix Empordà; (; 157,4 m 
Puig-rumí; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 141,1 m 
Roca Blanca; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 134,6 m 
Puig de la Reina; Baix Empordà; Massís del Montgrí, Prepirineus; 130,3 m 
Tossal Petit; Baix Empordà; Massís del Montgrí, Prepirineus; 126,7 m 
Puig dels Frares; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 123,2 m 
Puig de la Coma; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 121,3 m 
Puig Cala de Cabres; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 120,8 m 
Puig Pelegrí; Baix Empordà; (; 120,8 m 
Puig dels Corbs; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 116,8 m 
Puig Rodó d'Aiguafreda; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 116,2 m 
Puig d'en Gervasi; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 115,9 m 
Puig Boet; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 115,7 m 
Quermany Petit; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 114,4 m 
Puig d'en Fina; Baix Empordà; (; 106,1 m 
Puig del Cap de Gall; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 104,0 m 
Puig Pedrós; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 102,9 m 
Puig la Trona; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 101,5 m 
Puig de la Guardiola; Baix Empordà; (; 98,5 m 
Puig del Piverd; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 97,4 m 
Puig del Rodonell; Baix Empordà; (; 94,2 m 
Puig de Gallifa; Baix Empordà; (; 90,9 m 
Puig d'en Quim; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 90,4 m 
Puig d'en Bonet; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 86,7 m 
el Montori; Baix Empordà; (; 82,3 m 
Puig de Rais; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 81,2 m 
Puig d'en Ponç; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 79,0 m 
la Muntanyeta; Baix Empordà; Massís del Montgrí, Prepirineus; 77,6 m 
Puig d'en Linares; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 74,0 m 
Puig des Cau; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 70,3 m 
Puig la Putjarra; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 70,2 m 
Puig-rodon; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 63,2 m 
sa Tuna; Baix Empordà; Muntanyes de Begur, Serralada Litoral; 62,6 m 
Turó de Montgat; Maresme; Barcelona; 40,0 m 
